CATNUM	NAME	RA_OBJ	DEC_OBJ	GLON_OBJ	GLAT_OBJ	ALWAYS_CLEAN
6N	30S	9N	9N	9N	9N	1N
5030  RX J2056.6+4940  314.17804   49.66850   89.32118    2.76247  F
5031  PKS 2023-07  306.41940   -7.59797   36.89738  -24.38731  F
5033  SWIFT J0050.5-1526   12.63726  -15.43206  121.87536  -78.30199  F
5034  2MASX J20101740+4800214  302.57251   48.00594   83.44284    7.93461  F
5035  SWIFT J1230.6-3154  187.66661  -31.97652  297.80983   30.68856  F
5036  UGC 12237  343.58197   11.78247   82.95929  -41.82326  F
5037  SWIFT J200622.7+364139  301.59457   36.69422   73.46233    2.47935  F
5038  SWIFT J0053.4-1611   13.34478  -16.18379  125.38542  -79.04629  F
5039  2MASX J20005575-1810274  300.23215  -18.17429   23.64745  -23.24762  F
5040  SWIFT J0154.4-4341   28.58899  -43.68917  269.53973  -69.13428  F
5041  ESO 359- G 019   61.25696  -37.18750  239.41064  -48.27675  F
5042  4U 1957+115  299.85086   11.70900   51.30871   -9.33052  F
5044  V2306 Cyg  299.53491   32.54570   69.04293    1.72080  F
5045  2MASX J11491868-0416512  177.32784   -4.28083  275.04227   55.19094  F
5046  SWIFT J1908.9+3056  287.22998   30.93000   62.60144   10.14813  F
5047  ABELL 3566  204.74750  -35.55360  313.70857   26.32110  F
5048  ESO 183- G 030  284.23308  -54.54544  341.83362  -22.56979  F
5049  NGC 5683  218.71854   48.66191   86.97943   60.61493  F
5050  ESO 025- G 002  283.66792  -78.89839  315.38128  -26.73528  F
5051  SWIFT J1155.8+0517  178.96084    5.28128  269.24609   64.45339  F
5052  MRK 1044   37.52271   -8.99794  179.69379  -60.47750  F
5053  2MASX J13165424-7155270  199.22617  -71.92419  304.92910   -9.15127  F
5054  SWIFT J185024.2+842240  282.60102   84.37782  116.61872   27.01242  F
5055  1RXS J184642.2+842506  281.71846   84.41836  116.66055   27.10004  F
5056  2MASX J01064523+0638015   16.68859    6.63388  129.75082  -56.03495  F
5057  SGP 5:49   13.07925  -27.50177  275.38313  -89.57852  F
5058  SWIFT J183905.9-571506  279.77630  -57.25154  338.27139  -20.95362  F
5059  2MASX J01053882-1416133   15.36464   -3.13588  129.06482  -65.88823  F
5060  SWIFT J0504.6-3043   76.15275  -30.71014  232.85134  -35.22283  F
5061  UGC 11185 NED02  274.04875   42.66083   70.13942   24.15758  F
5062  ESO 553- G 022   77.99083  -18.49389  219.59086  -29.97263  F
5063  2MASX J08353333-0905302  128.88888   -9.09178  233.79809   18.27606  F
5064  SWIFT J1016.5+1723  154.15943   17.38380  219.97381   53.04265  F
5066  2MASX J07394469-3143024  114.93616  -31.71736  246.35871   -4.66498  F
5067  CGCG 198-050  263.41608   36.56018   61.25457   30.63559  F
5068  KK 0527  132.31271  -55.76881  273.32306   -7.51701  F
5069  MCG +08-03-018   20.64346   50.05500  128.04217  -12.50756  F
5070  SWIFT J0515.0+6659   79.01067   66.99164  144.78827   16.20403  F
5071  SWIFT J0532.4-1909   83.10134  -19.19900  222.32961  -25.72664  F
5072  SWIFT J0205.7-6108   31.43233  -61.14028  287.85880  -53.76002  F
5073  SWIFT J0647.4+3007  101.85000   30.11000  185.26702   12.42642  F
5074  CGCG 300-062  265.82247   62.83921   92.08710   31.65039  F
5075  2MASX J01485967+2145343   27.24868   21.75927  140.25129  -39.16898  F
5076  2MASX J21372007-6449552  324.33367  -64.83203  328.13425  -41.55672  F
5077  Mrk 359   21.88564   19.17883  134.59711  -42.87364  F
5078  SWIFT J1738.0+5504  264.49799   55.06820   82.92048   32.30075  F
5079  V426 Oph  271.96545    5.86347   33.23650   12.35124  F
5080  MCG +06-49-019  336.77408   36.36158   93.01857  -17.98997  F
5081  MRK 1383  217.27745    1.28513  349.21829   55.12537  F
5082  AM Her  274.05554   49.86783   77.86468   25.87602  F
5083  4C +34.47  260.83667   34.29944   58.12604   32.18438  F
5084  RBS 1640  260.50830   43.25667   68.60834   33.98383  F
5085  SWIFT J0432.4+1448   68.10074   14.80504  181.85245  -21.96491  F
5086  IGR J17191-2821  259.81406  -28.29927  357.37725    5.19726  F
5087  2MASX J19263018+4133053  291.62583   41.55142   73.90492   11.59213  F
5088  CGCG 229-015  286.35808   42.46102   73.08990   15.53115  F
5089  SWIFT J0145.7+0253   26.43502    2.89844  148.60542  -57.24154  F
5090  SWIFT J1707.1+2501  256.77885   25.01219   46.37999   33.18685  F
5091  TYC 2905-121-1   70.24715   44.53035  159.84706   -1.27005  F
5092  1RXS J201448.0+252056  303.69412   25.35072   64.92446   -5.21129  F
5093  SWIFT J1310.8+5420  197.69917   54.32693  116.80084   62.57027  F
5094  SWIFT J0524.6-1127   81.14883  -11.44940  213.64569  -24.40516  F
5095  2MASX J01492228-5015073   27.34279  -50.25206  281.23853  -64.36570  F
5096  XMMU J054134.7-682550   85.39460  -68.43060  278.65081  -31.48313  T
5098  4C +23.42  238.43164   23.80708   38.80580   48.94254  F
5099  edge of coma clstr  205.05949   31.18005   56.65953   78.60965  F
5100  SWIFT J0544.2+4409   86.04092   44.15356  166.79443    7.63565  F
5101  ESO 231- G 026  288.31150  -50.18292  347.11640  -23.85257  F
5102  SWIFT J0155.7-3421   28.91918  -34.35706  244.53650  -74.44606  F
5103  ESO 243- G 026   16.40821  -47.07172  295.89836  -69.86220  F
5104  WKK 6471  244.65184  -59.45482  326.62995   -6.48529  F
5105  2MASX J16174158+0607100  244.42320    6.11930   19.43259   36.77761  F
5106  2MASS J01053879-1416135   16.41170  -14.53790  138.37278  -76.98174  F
5107  3C 332  244.42719   32.37633   52.65628   45.34730  F
5108  PKS 1622-29  246.52509  -29.85749  348.81717   13.31554  F
5109  WKK 5474  238.74575  -62.40792  322.49515   -6.72963  F
5110  SWIFT J1542.0-1410  235.56147  -14.15078  353.41010   31.51498  F
5111  3C 59   31.75917   29.51278  142.03588  -30.53914  F
5112  2MASX J18074992+1120494  271.95800   11.34703   38.30526   14.75821  F
5113  2MASX J12475784-5829599  191.99100  -58.50006  302.47683    4.36862  F
5114  2MASX J01402676-5319389   25.11163  -53.32756  287.12516  -62.27085  F
5115  SWIFT J050634.0-691045   76.57384  -69.23647  280.25183  -34.47812  F
5116  NGC 1566   65.00175  -54.93781  264.31011  -43.39327  F
5117  UGC 03386   90.65813   65.37119  148.55733   19.64031  F
5118  CGCG 319-007  229.89036   65.59959  102.28076   45.13458  F
5119  SWIFT J1451.9-1813  222.98432  -18.22230  339.06620   36.05691  F
5120  SWIFT J0417.6+2109   64.41303   21.14788  174.21668  -20.58536  F
5121  SWIFT J1655.2-3310  253.80000  -33.16000  350.36059    6.45774  F
5122  SWIFT J1456.4-0906  224.10100   -9.09864  347.18264   42.78495  F
5123  SDSS J144103.59+534042.3  220.26498   53.67842   93.19648   56.65557  F
5124  UGC 03478   98.19654   63.67367  151.43105   22.12349  F
5125  V Zw 232   35.89125   45.81861  139.26099  -14.11189  F
5126  Mrk 477  220.15871   53.50442   93.03660   56.81856  F
5127  SWIFT J1425.4-6114  216.34061  -61.22531  313.98997   -0.38642  F
5128  FAIRALL 0296   36.28762  -63.22400  286.46729  -50.80319  F
5129  NGC 5610  216.09541   24.61444   31.29733   68.97257  F
5130  SNR G311.5-00.3  211.40000  -61.97000  311.52581   -0.34200  F
5131  SWIFT J0358.9+3914   59.72146   39.22739  158.02991  -10.54654  F
5132  1RXS J020301.2-240213   30.75292  -24.03639  206.06483  -73.58260  F
5133  2MASX J23444387-4243124  356.18286  -42.72011  339.62966  -69.34145  F
5134  SAX J1810.8-2609  272.68500  -26.15000    5.19741   -3.43069  T
5135  2MASX J05353211+4011152   83.88383   40.18767  169.34770    4.19580  F
5136  2MASXi J0125580+151813   21.49192   15.30381  135.12958  -46.74852  F
5137  2MASX J03120291+5029147   48.01233   50.48739  144.56195   -6.38420  F
5138  SWIFT J1338.3+3040  204.56956   30.66107   54.71905   79.16299  F
5139  SWIFT J0536.4-3203   84.12470  -31.98930  236.31298  -28.94751  F
5140  NGC 5290  206.32991   41.71258   89.27558   71.71387  F
5141  ESO 021- G 004  203.16920  -77.84464  305.16941  -15.15242  F
5142  NGC 1012   39.81229   30.15167  149.07544  -27.19011  F
5143  MCG +05-28-032  177.19145   29.64120  198.92083   76.00011  F
5144  SWIFT J1331.6-0504  202.90715   -5.05235  321.22762   56.38504  F
5145  MXB 0656-072  104.57030   -7.21050  220.12840   -1.76914  T
5146  SWIFT J1324.9+1953  201.23565   19.88470  351.35742   79.44880  F
5147  2MASX J05595894+5206544   89.99563   52.11514  160.98625   13.78084  F
5148  SWIFT J1318.1-1439  199.52400  -14.65650  312.53877   47.71738  F
5149  ESO 479- G 031   41.19892  -24.51389  213.47711  -64.41021  F
5150  ESP 39607   11.58599  -40.09697  307.26245  -76.98842  F
5151  CGCG 459-058   22.10165   16.45927  135.62623  -45.49930  F
5152  SWIFT J2357.1-7139  359.27921  -71.65005  308.91610  -44.84168  F
5153  6dF J1254564-265702  193.73479  -26.95053  303.89533   35.91467  F
5154  1RXS J070407.9+262501  106.03291   26.41694  190.27042   14.29953  F
5155  SWIFT J0250.2+4650   42.54678   46.82648  143.15046  -11.33051  F
5156  NGC 2360  109.42968  -15.64130  229.80693   -1.42554  F
5157  SARS 059.33488-30.34397   59.83542  -30.20269  228.73555  -48.95539  F
5158  NGC 1106   42.66880   41.67150  145.64197  -15.88255  F
5159  2MASX J01154060-6249246   18.91896  -62.82347  298.21759  -54.08236  F
5160  2MASX J03305218+0538253   52.71742    5.64044  178.58650  -39.42461  F
5161  MCG +05-30-084  191.92485   26.98162  222.71004   89.15483  F
5162  SARS 059.28692-30.44439   59.78683  -30.30286  228.87825  -49.01038  F
5163  MCG +05-30-059  190.33394   30.12174  158.85642   86.27534  F
5164  2MASX J00040192+7019185    1.00817   70.32175  118.92909    7.81930  F
5165  SWIFT J0856.1-0052  134.01500   -0.86800  229.17944   26.96758  F
5166  SWIFT J0722.5+2121  110.61416   21.34983  196.81262   16.13209  F
5167  SWIFT J1213.2-6020  183.30412  -60.33913  298.21645    2.18221  F
5168  1RXS J121222.7-580118  183.09459  -58.02167  297.76282    4.45753  F
5169  2MASX J12111425-3933268  182.80946  -39.55745  294.54851   22.65902  F
5170  XTE J1856+053  284.17860    5.30940   38.25826    1.24877  T
5172  2MASX J07262635-3554214  111.60979  -35.90603  248.76724   -9.07630  F
5173  PKS 1143-696  176.47343  -69.90050  297.31714   -7.74647  F
5174  UGC 06732  176.38808   58.97811  138.14514   56.16152  F
5175  SWIFT J1913.3-5010B  288.16287  -50.27047  346.99785  -23.78226  F
5176  UGC 03995 NOTES01  116.02962   29.24928  190.87578   23.56084  F
5177  1RXS J112804.3+721321  172.01791   72.22250  131.54250   43.48484  F
5178  SWIFT J0312.5+3913   48.11905   39.22000  150.65025  -15.94327  F
5179  ESO 439- G 009  171.84763  -29.25758  281.72795   30.13030  F
5181  ESO 315- G 020  145.59200  -41.81581  269.33305    8.39976  F
5182  SDSS-C4-DR3 3043  168.88670   54.43500  149.06714   57.55543  F
5183  MRK 0728  165.25742   11.04692  239.36527   59.48024  F
5184  SWIFT J0208.5-1738   32.14909  -17.61907  188.83646  -69.82436  F
5185  NGC 3393  162.09775  -25.16206  270.65878   29.88914  F
5186  2MASX J10402231-4625264  160.09393  -46.42380  280.61975   10.69226  F
5187  TeV J1712-3932  257.80000  -39.50000  347.27800    0.04767  F
5188  2MASSi J0154403-270701   28.66792  -27.11694  216.50788  -75.93929  F
5189  SWIFT J0803.4+0842  120.84228    8.75239  213.15819   19.93490  F
5190  2MASX J10171680-0404558  154.32008   -4.08219  246.92713   41.44527  F
5191  [HB89] 0827+243  127.71703   24.18328  200.02153   31.87600  F
5192  SWIFT J0133.0+6716   23.23800   67.26100  126.93847    4.71275  F
5193  2MASX J10085494+3739297  152.22890   37.65833  185.30827   54.41990  F
5195  SWIFT J1548.1-6406  237.02898  -64.09649  320.81362   -7.54439  F
5196  USNO-B1.0 0414-00125587  129.70462  -48.52353  266.58845   -4.32716  F
5197  IRAS F21329-6451  324.21958  -64.63417  328.39964  -41.60262  F
5198  KK 0445  131.56137  -55.13469  272.55483   -7.45804  F
5200  1RXS J093949.2-322620  144.95500  -32.43903  262.51412   15.00685  F
5201  PKS 0222-23   36.26115  -23.21330  207.64089  -68.49497  F
5202  2MASX J09594263-3112581  149.92770  -31.21622  264.97629   18.72058  F
5203  NVSS J093430-172123  143.62608  -17.35658  250.18148   24.74966  F
5204  2MASX J09172716-6456271  139.36337  -64.94086  282.64658  -10.88387  F
5205  NGC 6552  270.03036   66.61508   96.44663   29.79935  F
5206  2MASX J09090240+6453303  137.25978   64.89172  149.61736   38.77455  F
5207  SWIFT J0858.4-6431  134.59410  -64.51618  280.95130  -12.13453  F
5208  NGC 2655  133.90721   78.22308  134.92350   32.68844  F
5209  HE 0345-3033   56.77292  -30.39722  228.52893  -51.60331  F
5211  SWIFT J1540.5+1416  235.12199   14.02250   23.21264   48.54824  F
5215  SWIFT J0353.7+3711   58.43459   37.02945  158.72289  -12.86924  F
5216  SWIFT J1148.7+2941  177.16408   29.06667  201.29719   76.03008  F
5218  SWIFT J0317.2+0116   49.30392    1.02611  180.13775  -45.04448  F
5219  XTE J1810-189  272.60790  -19.07000   11.37176    0.04119  T
5220  SWIFT J0311.1+3240   47.76758   32.06917  154.49452  -22.10977  F
5224  SWIFT J1506.7+0353  226.67342    3.08722    2.19931   49.72320  F
5225  SWIFT J0250.4+4648   42.60400   46.08028  143.52960  -11.97896  F
5226  SWIFT J1733.3+3635  263.33701   36.05444   60.66522   30.58507  F
5227  SWIFT J0241.6+0711   40.39500    7.02028  164.90452  -46.67948  F
5228  SWIFT J0407.3+0342   61.81866    3.07361  188.21476  -33.99172  F
5229  CC Eri   38.59400  -43.79600  258.48013  -63.41455  T
5230  SWIFT J0230.8-3252   37.70229  -32.85950  233.90880  -67.79261  F
5231  SWIFT J0223.4+4551   35.84300   45.09111  139.49826  -14.80299  F
5233  SWIFT J0213.7+5147   33.42171   51.07111  135.87070   -9.72266  F
5236  SWIFT J0154.6+3240   28.65075   32.06139  138.21033  -28.92946  F
5237  SWIFT J0149.5+2156   27.38300   21.09444  140.65429  -39.76969  F
5238  NGC 678   27.35360   21.99730  140.28385  -38.91306  F
5239  SWIFT J014853.9+214855   27.31100   21.81530  140.30215  -39.09875  F
5240  SWIFT J1952.4+0239  298.10281    2.06111   41.88001  -12.55893  F
5241  SWIFT J0126.2+1517   21.53800   15.01833  135.27524  -47.01974  F
5242  SWIFT J0122.9+3420   20.71550   34.03917  130.32855  -28.38086  F
5243  SWIFT J0117.4-2344   19.34750  -23.72881  184.23622  -83.22756  F
5244  SWIFT J1505.6+0342  226.39000    3.06667    1.89235   49.92643  F
5245  SWIFT J0451.5-6949   72.88167  -69.81586  281.37957  -35.55035  F
5246  SWIFT J1539.2-6227  234.79990  -62.46730  321.01862   -5.64275  T
5247  SWIFT J0105.4-0012   16.36917    0.02694  130.58558  -62.63600  F
5248  SWIFT J0443.1-0155   70.76908   -1.91850  198.85558  -29.19690  F
5251  SWIFT J0631.3-1715   97.83659  -17.24450  226.27819  -12.09865  F
5252  SWIFT J0445.0-2816   71.24491  -28.26536  228.63912  -38.81737  F
5253  SWIFT J0034.6-0422    8.65179   -4.37439  112.18769  -66.89439  F
5255  SWIFT J1345.5+4139  206.37100   41.05944   87.78943   72.17804  F
5257  SWIFT J1136.7+6738  174.18430   67.06333  133.77859   48.46154  F
5258  SWIFT J1711.0-4028  257.74710  -40.47480  346.46827   -0.49659  F
5259  SWIFT J1453.3+2558  223.33000   25.08667   35.60108   62.62849  F
5260  SWIFT J0612.4+0427   93.10471    4.03389  204.84573   -6.79640  F
5262  SWIFT J0457.1+4528   74.27629   45.03528  161.29854    1.24494  F
5263  SWIFT J111851.3-123003  169.71383  -12.50078  270.41522   44.44724  F
5264  SWIFT J1842.2-1124  280.57220  -11.41690   21.72767   -3.17833  T
5265  SWIFT J1103.4+3731  165.85329   37.06639  182.56957   65.16998  F
5266  SWIFT J1034.0-0559  158.51050   -5.97869  252.70638   43.10184  F
5267  SWIFT J2117.9+5140  319.46802   51.06861   92.63113    1.21466  F
5268  SWIFT J1440.3-4705  220.07329  -47.08389  321.48317   11.82915  F
5269  SWIFT J1303.8+5345  195.94066   53.07000  118.71349   63.95719  F
5270  II Peg  358.76690   28.63370  108.23268  -32.62395  T
5271  SWIFT J1136.0+2132  174.00272   21.05333  228.31554   71.76972  F
5272  SWIFT J1302.9+1620  195.73001   16.04000  317.02071   78.59644  F
5274  SWIFT J0855.6+6425  133.90601   64.04723  151.19816   37.65252  F
5275  SWIFT J0508.1+1727   77.02392   17.04389  185.28088  -13.71916  F
5277  SWIFT J1132.9+1019  173.23100   10.02083  251.95270   64.80003  F
5281  SWIFT J0057.4+1528   14.35258   15.04306  125.07897  -47.80380  F
5282  SWIFT J1143.7+7942  175.90866   79.06722  126.93010   37.52932  F
5283  SWIFT J1515.9+3445  228.97891   34.07056   54.54650   58.31703  F
5284  SWIFT J1123.5+1651  170.87158   16.09805  236.83854   66.82829  F
5286  SDSS J142917.68+012058.7  217.32370    1.34966  349.35288   55.14495  F
5287  SWIFT J0726.5+3659  111.62900   36.08694  182.56114   22.22424  F
5288  SWIFT J2223.8+1143  335.94000   11.07000   74.81632  -37.64277  F
5289  SWIFT J1428.1+1729  217.03358   17.03806   13.65129   65.49311  F
5290  SWIFT J1426.7+2006  216.64896   20.01028   19.93144   67.10792  F
5291  2MASX J06543368+0703024  103.64042    7.05069  207.00182    3.89965  F
5293  SWIFT J0845.6-3532  131.39371  -35.54161  257.10775    4.63841  F
5294  SWIFT J0525.6+2416   81.40342   24.02722  181.73655   -6.41191  F
5295  SWIFT J111912.1-122650  169.80021  -12.44725  270.48158   44.53520  F
5299  SWIFT J1439.2+1417  219.80000   14.02333   10.80538   61.67267  F
5301  SWIFT J1144.1+3652  176.03258   36.09361  176.66624   73.13499  F
5302  SWIFT J1531.8+2927  232.95421   29.03944   45.64608   54.74332  F
5303  SWIFT J1416.9-1158  214.21542  -11.96589  333.63288   45.75220  F
5304  SWIFT J1856.5+26010  284.12750   26.01361   56.89886   10.50305  F
5305  SWIFT J1113.6+0936  168.40021    9.06056  246.34388   60.67037  F
5306  SWIFT J2237.0+2543  339.25027   25.07083   88.12140  -28.56527  F
5307  SWIFT J0538.3+2147   84.56300   21.07222  185.82161   -5.55305  F
5308  SWIFT J2118.9+3336  319.72906   33.05028   79.75699  -11.47284  F
5309  SWIFT J0252.7-0822   43.17742   -8.37100  185.44269  -55.73774  F
5310  SGR 1627-41  248.88330  -47.58970  336.93858   -0.07023  T
5311  SWIFT J2028.5+2543  307.12009   25.07333   66.44600   -7.93151  F
5312  SWIFT J2251.9+2215  342.98340   22.01694   89.52575  -32.99014  F
5313  SWIFT J0316.5+3150   49.13258   31.09056  156.12672  -22.27040  F
5314  SWIFT J1052.8+1043  163.17549   10.07167  238.60718   57.24822  F
5316  SWIFT J2229.9+6646  337.48511   66.07389  109.24798    7.03603  F
5317  SWIFT J1002.2+0304  150.56110    3.00861  236.27902   42.94572  F
5318  1A 1118-61  170.23840  -61.91670  292.49863   -0.89176  T
5320  SWIFT J0325.3-3410   51.31608   34.00945  155.93427  -18.82464  F
5321  SWIFT J0107.7-1137   16.92492  -11.61400  137.54484  -74.02260  F
5322  SWIFT J0547.3+5042   86.83200   50.06750  161.88032   11.06499  F
5323  SWIFT J2245.0+3858  341.24130   38.09222   97.16225  -18.37018  F
5324  Ginga 2138+56  324.87800   56.98610   99.01219    3.31238  T
5326  SWIFT J1246.6+5435  191.64742   54.06528  124.50140   63.04820  F
5327  SWIFT J1046.8+2556  161.70000   25.09000  209.99869   62.01670  F
5328  SWIFT J0017.6+0139    4.41000    1.05000  105.47836  -60.67133  F
5329  SAX J1750.8-2900  267.60000  -29.03830    0.45272   -0.94770  T
5331  SWIFT J1735.7+2045  263.93228   20.08083   43.55648   25.32125  F
5334  SWIFT J0602.4+5828   90.59329   58.04389  155.60654   16.66684  F
5335  SWIFT J0234.1+3233   38.52800   32.05750  147.03183  -25.96491  F
5336  1E 1547.0-5408  237.72550  -54.30660  327.23699   -0.13159  T
5337  H 1553-542  239.45120  -54.41500  327.94281   -0.85592  T
5338  SWIFT J2341.8+3033  355.45248   30.05111  105.45250  -30.44637  F
5339  SWIFT J1841.0+0152  280.24451    1.09361   32.71314    2.82585  F
5340  SWIFT J0845.5+1422  131.37300   14.35900  212.26946   31.64540  F
5341  SWIFT J0909.0+0358  137.25500    3.09417  227.17630   31.77846  F
5342  SWIFT J0619.3+1516   94.81729   15.02278  195.93615   -0.11823  F
5344  SWIFT J1840.8-5322  280.19556  -53.36689  342.28545  -19.95201  F
5345  SWIFT J2119.5-1357  319.86499  -13.95189   36.75378  -39.03642  F
5346  SWIFT J1232.0-4802  187.99059  -48.03111  299.56769   14.71338  F
5347  SWIFT J0747.5+6057  116.86542   60.08917  156.96489   30.17587  F
5349  SWIFT J2307.1+0433  346.76300    4.06556   79.99472  -49.89973  F
5350  SWIFT J0051.9+1724   12.96792   17.04944  123.08068  -45.82218  F
5356  SWIFT J0652.5+4003  103.11300   40.01500  176.23934   17.23000  F
5357  SWIFT J1628.1+5145  247.01718   51.08000   78.78655   43.01292  F
5359  2MASX J18320971+8100336  278.04033   81.00944  112.81906   27.52049  F
5360  SWIFT J2044.0+2832  311.00357   28.05639   70.95260   -8.97473  F
5361  SWIFT J1830.8+0928  277.69101    9.04417   38.69908    8.67654  F
5363  2MASX J10081910+3729039  152.07964   37.48429  185.62334   54.31696  F
5364  SWIFT J0909.1+6451  137.26999   64.08778  150.59046   39.04471  F
5366  SWIFT J1207.5+3355  181.87000   33.08667  178.17890   78.79066  F
5367  SWIFT J1210.7+3819  182.67471   38.03083  158.49637   76.14477  F
5368  SWIFT J2258.9+4054  344.72021   40.09000  100.65539  -17.86322  F
5369  SWIFT J1436.4+5846  219.07921   58.07167   99.49528   54.02231  F
5370  SWIFT J2327.2+0939  351.79102    9.05861   90.57491  -48.44708  F
5371  SWIFT J1434.9+4837  218.73021   48.05917   85.98682   60.97381  F
5374  SWIFT J0943.1-4147  145.76601  -41.78619  269.41181    8.50762  F
5376  SWIFT J0324.9+4044   51.21971   40.07472  152.22277  -13.91318  F
5378  SWIFT J2200.9+1032  330.21494   10.06528   68.99763  -34.39405  F
5379  SWIFT J1606.5-1326  241.63101  -13.43289  358.62943   27.68329  F
5380  SWIFT J2033.4+2147  308.35809   21.08139   63.79402  -11.15554  F
5381  SWIFT J1321.2+0859  200.29001    8.09750  324.59845   69.70917  F
5382  SWIFT J1217.6+7047  184.39679   70.08139  127.12974   46.76998  F
5384  SWIFT J1219.4+4720  184.84450   47.03139  138.39857   69.12240  F
5385  SWIFT J1315.8+4420  198.92708   44.03389  108.37467   72.40187  F
5386  SWIFT J1650.5+0434  252.61671    4.05889   22.02239   28.64667  F
5388  SWIFT J0324.7-4012   51.17091  -40.20739  245.40322  -55.86195  F
5390  SWIFT J1312.1-5631  198.02542  -56.50939  305.79683    6.24737  F
5391  SWIFT J1311.7-5630  197.92499   56.05000  117.12197   60.84910  F
5394  SWIFT J1223.7+0238  185.91542    2.06389  286.89356   64.06730  F
5395  SWIFT J0752.2+1937  118.05900   19.05222  201.91910   21.67879  F
5396  SWIFT J0923.2+3850  140.81000   38.07778  185.06883   45.40275  F
5397  SWIFT J0752.7+4557  118.18400   45.09889  174.23591   29.27602  F
5398  SWIFT J1448.4-5945  222.09991  -59.75230  317.17671   -0.15519  F
5399  SWIFT J2259.7+2458  344.93091   24.08472   92.60644  -32.12690  F
5402  SWIFT J0249.1+2627   42.28121   26.03695  153.49178  -29.76048  F
5403  SWIFT J0759.7-3653  119.92721  -36.87780  252.90978   -3.70915  F
5404  SWIFT J1415.0+1625  213.75941   16.03750    7.43231   67.67527  F
5405  SWIFT J0800.1+2638  120.03429   26.05278  195.47525   25.87231  F
5406  SWIFT J1259.7+2757  194.94000   27.09111   32.25725   88.14770  F
5407  SWIFT J0800.5+2327  120.13058   23.04000  198.64720   24.93654  F
5408  AX J1749.1-2639  267.30000  -26.64720    2.36817    0.50798  T
5410  SWIFT J0802.6+5538  120.66666   55.06222  162.93509   31.98335  F
5411  XTE J1701-407  255.43490  -40.85830  345.10543    0.67197  T
5413  SWIFT J1606.2+7928  241.54430   79.04500  113.01674   34.00982  F
5414  SWIFT J0433.7+5801   68.43279   58.00694  149.04907    6.90048  F
5415  SWIFT J0814.3+0423  123.58601    4.04944  218.93607   20.26654  F
5416  SWIFT J1153.0+3311  178.25891   33.02917  184.34718   76.07348  F
5418  SWIFT J0517.3+0134   79.33500    1.05417  200.72358  -20.29058  F
5419  SWIFT J0818.1+0120  124.53741    1.03417  222.24363   19.68983  F
5422  SWIFT J0819.9+4527  124.96500   45.04167  175.09219   34.00821  F
8001  IGR J00245+6251    6.11700   62.84300  119.86007    0.13222  F
8002  RX J0053.8-7226   13.47900  -72.44600  302.66914  -44.68099  F
8003  4U 0115+634   19.63300   63.74000  125.92369    1.02575  T
8004  IGR J01363+6610   24.02100   66.16600  127.42758    3.68472  F
8005  RX J0146.9+6121   26.75100   61.35600  129.54128   -0.80066  F
8006  IGR J01583+6713   29.57600   67.22300  129.35190    5.18844  F
8007  QSO B0309+411   48.25800   41.33300  149.57724  -14.09878  F
8008  IGR J03184-0014   49.62044   -0.25643  181.81098  -45.64632  F
8009  IGR J03334+3718   53.32800   37.30300  155.27497  -15.20240  F
8010  IGR J05053-7343   76.32900  -73.71600  285.46307  -33.30937  F
8011  SGR 0526-66   81.50400  -66.07600  276.08579  -33.24600  F
8012  IGR J05270-6631   81.56070  -66.51160  276.59794  -33.16456  F
8013  RX J0531.2-6609   82.80540  -66.11810  276.05847  -32.71751  F
8016  IGR J06074+2205   91.85000   22.08300  188.39230    0.79832  F
8017  IGR J06253+7334   96.34200   73.60100  140.83289   24.13661  F
8018  IGR J06292+4858   97.30000   48.97300  165.94019   16.70221  F
8019  PKS 0637-752   98.94400  -75.27100  286.36798  -27.15834  F
8020  IGR J07295-1329  112.37500  -13.15800  228.96614    2.26186  F
8021  ESO 208-34  115.88217  -51.68256  264.52576  -13.49829  F
8022  IGR J07506-1547  117.64600  -15.78800  233.76975    5.42305  F
8023  IGR J07565-4139  119.07833  -41.63986  256.66456   -6.73076  F
8024  PG 0804+761  122.74400   76.04500  138.27879   31.03265  F
8025  Ginga 0836-429  129.34800  -42.90000  261.95390   -1.12387  F
8026  IGR J08408-4503  130.20833  -45.05167  264.03921   -1.94087  T
8027  IGR J09103-3741  137.57500  -37.67500  261.97190    7.03514  F
8028  2MASX J09254750+6927532  141.44800   69.46500  143.42345   38.44254  F
8029  2MASX J09443702-2633554  146.15200  -26.56400  259.08076   19.99550  F
8030  IGR J09469-4603  146.72100  -46.04600  272.73635    5.72593  F
8031  IGR J09485-4726  147.12100  -47.42600  273.83750    4.84428  F
8032  IGR J09523-6231  148.07083  -62.51667  283.83215   -6.49006  F
8033  IGR J10043-8702  151.07500  -87.03300  300.75277  -24.89918  F
8034  IGR J10101-5654  152.54900  -56.92500  282.25628   -0.67181  F
8035  IGR J10147-6354  153.67500  -63.89100  286.69424   -6.07717  F
8036  IGR J10252-6829  156.25200  -68.45700  290.11154   -9.31092  F
8037  4U 1036-56  159.39100  -56.79900  285.34985    1.43170  F
8038  Eta Carina  161.26500  -59.68400  287.59668   -0.62907  F
8039  IGR J10500-6410  162.52500  -64.16600  290.18089   -4.34050  F
8040  IGR J11085-5100  167.21000  -51.04200  286.95367    8.61897  F
8041  IGR J11098-6457  167.44200  -64.94600  292.43162   -4.16767  F
8042  IGR J11114-6723  167.85400  -67.39100  293.52107   -6.36515  F
